,timestamp,node_id,subsystem,sensor,parameter,avg_value_hrf,datetime,project_id,vsn,address,lat,lon,description,start_timestamp,end_timestamp,zipcode
669,1525780800,001e06113107,alphasense,opc_n2,pm2_5,2.4182624113475195,2018-05-08 12:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
670,1527613200,001e06113107,alphasense,opc_n2,pm2_5,0.3327762237762237,2018-05-29 17:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
671,1527429600,001e06113107,alphasense,opc_n2,pm2_5,2.9947323943661965,2018-05-27 14:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
672,1525359600,001e06113107,alphasense,opc_n2,pm2_5,1.9578531468531477,2018-05-03 15:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
673,1525352400,001e06113107,alphasense,opc_n2,pm2_5,1.7592816901408448,2018-05-03 13:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
674,1527534000,001e06113107,alphasense,opc_n2,pm2_5,3.1774113475177304,2018-05-28 19:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
675,1527184800,001e06113107,alphasense,opc_n2,pm2_5,0.7857575757575758,2018-05-24 18:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
676,1527382800,001e06113107,alphasense,opc_n2,pm2_5,3.4661000000000013,2018-05-27 01:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
677,1527732000,001e06113107,alphasense,opc_n2,pm2_5,0.33730496453900705,2018-05-31 02:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
678,1525615200,001e06113107,alphasense,opc_n2,pm2_5,4.010394366197184,2018-05-06 14:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
679,1525424400,001e06113107,alphasense,opc_n2,pm2_5,0.27156779661016955,2018-05-04 09:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
680,1525964400,001e06113107,alphasense,opc_n2,pm2_5,2.941443661971831,2018-05-10 15:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
681,1525957200,001e06113107,alphasense,opc_n2,pm2_5,8.509070921985817,2018-05-10 13:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
682,1525950000,001e06113107,alphasense,opc_n2,pm2_5,13.855375886524827,2018-05-10 11:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
683,1527242400,001e06113107,alphasense,opc_n2,pm2_5,3.1530503597122315,2018-05-25 10:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
684,1527249600,001e06113107,alphasense,opc_n2,pm2_5,3.0096618705035967,2018-05-25 12:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
685,1527433200,001e06113107,alphasense,opc_n2,pm2_5,2.45674647887324,2018-05-27 15:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
686,1527782400,001e06113107,alphasense,opc_n2,pm2_5,0.12874125874125872,2018-05-31 16:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
687,1527789600,001e06113107,alphasense,opc_n2,pm2_5,0.10653846153846154,2018-05-31 18:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
688,1525971600,001e06113107,alphasense,opc_n2,pm2_5,2.5057260273972597,2018-05-10 17:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
689,1525273200,001e06113107,alphasense,opc_n2,pm2_5,0.1505804195804196,2018-05-02 15:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
690,1527256800,001e06113107,alphasense,opc_n2,pm2_5,2.1500642857142864,2018-05-25 14:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
691,1527454800,001e06113107,alphasense,opc_n2,pm2_5,3.524076923076924,2018-05-27 21:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
692,1527440400,001e06113107,alphasense,opc_n2,pm2_5,1.7305174825174827,2018-05-27 17:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
693,1527645600,001e06113107,alphasense,opc_n2,pm2_5,0.2343450704225353,2018-05-30 02:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
694,1527652800,001e06113107,alphasense,opc_n2,pm2_5,0.2355563380281689,2018-05-30 04:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
695,1527447600,001e06113107,alphasense,opc_n2,pm2_5,1.5128541666666673,2018-05-27 19:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
696,1527804000,001e06113107,alphasense,opc_n2,pm2_5,0.1142307692307692,2018-05-31 22:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
697,1527796800,001e06113107,alphasense,opc_n2,pm2_5,0.10602797202797204,2018-05-31 20:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
698,1527591600,001e06113107,alphasense,opc_n2,pm2_5,0.1670774647887323,2018-05-29 11:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
699,1527400800,001e06113107,alphasense,opc_n2,pm2_5,8.032750000000002,2018-05-27 06:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
700,1527408000,001e06113107,alphasense,opc_n2,pm2_5,4.5999856115107915,2018-05-27 08:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
701,1527415200,001e06113107,alphasense,opc_n2,pm2_5,4.441856115107911,2018-05-27 10:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
702,1527210000,001e06113107,alphasense,opc_n2,pm2_5,2.3892428571428583,2018-05-25 01:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
703,1527202800,001e06113107,alphasense,opc_n2,pm2_5,2.8985886524822697,2018-05-24 23:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
704,1527598800,001e06113107,alphasense,opc_n2,pm2_5,0.2410909090909091,2018-05-29 13:00:00,AoT_Chicago,72,7801 S Lawndale Ave Chicago IL,41.751142,-87.71299,AoT Chicago (S) [CA] {ComEd},1/1/17 0:00,,60652
