lat,long,PM 2.5,PM 10,Ozone,Nitrogen dioxide,Sufur dioxide
41.71081768,-87.77951084,1.104919826,2.864986701,0.032502667,0.019703491,0.278506395
41.71081768,-87.78208167,1.104919826,2.864986701,0.032502667,0.019703491,0.278506395
41.71362652,-87.52757,39.02900316,2.864986701,0.08878948,0.012027776,0.030607105
41.71362652,-87.53014082,39.0289929,2.864986701,0.08878948,0.012027776,0.030607105
41.71362652,-87.53271165,36.190222,2.864986701,0.08878948,0.012027776,0.030607105
41.71362652,-87.53528247,36.19020763,2.864986701,0.08878948,0.012027776,0.030607105
41.71362652,-87.5378533,37.42165898,2.864986701,0.08878948,0.012027776,0.030607105
41.71362652,-87.54042412,37.42164457,2.864986701,0.082369209,0.014449292,0.134467407
41.71362652,-87.54299495,37.42162939,2.864986701,0.082369209,0.014449292,0.134467407
41.71362652,-87.54556577,37.4216134,2.864986701,0.082369209,0.014449292,0.134467407
41.71362652,-87.5481366,37.87483561,2.864986701,0.082369209,0.014449292,0.134467407
41.71362652,-87.55070742,33.37167024,2.864986701,0.082369209,0.014449292,0.134467407
41.71362652,-87.55327825,33.37163577,2.864986701,0.082369209,0.014449292,0.134467407
41.71362652,-87.55584907,34.26168765,2.864986701,0.082369209,0.014449292,0.134467407
41.71362652,-87.5584199,34.26167336,2.864986701,0.060091636,0.017427308,0.136359635
41.71362652,-87.56099072,34.26165835,2.864986701,0.060091636,0.017427308,0.136359635
41.71362652,-87.56356155,36.04781341,2.864986701,0.060091636,0.017427308,0.136359635
41.71362652,-87.56613237,36.04781586,2.864986701,0.060091636,0.017427308,0.136359635
41.71362652,-87.5687032,36.04781856,2.864986701,0.060091636,0.017427308,0.136359635
41.71362652,-87.57127402,35.11185532,2.864986701,0.060091636,0.017427308,0.136359635
41.71362652,-87.57384485,35.11186867,2.864986701,0.060091636,0.017427308,0.136359635
41.71362652,-87.57641567,34.19691612,2.864986701,0.060091636,0.017427308,0.136359635
41.71362652,-87.5789865,34.19692152,2.864986701,0.060091636,0.017427308,0.136359635
41.71362652,-87.58155732,32.25598896,2.864986701,0.060091636,0.017427308,0.136359635
41.71362652,-87.58412815,32.25596513,2.864986701,0.060091636,0.017427308,0.136359635
